numero,proyecto,fecha,estado,titulo,autores
14705,14705/2025-CR,2026-06-01,EN COMISIÓN,PROYECTO DE LEY QUE ESTABLECE MEDIDAS PARA FORTALECER LA CARRERA Y LAS CONDICIONES LABORALES DE LOS DOCENTES DE LOS INSTITUTOS DE EDUCACIÓN SUPERIOR (IES) Y DE LAS ESCUELAS DE EDUCACIÓN SUPERIOR (EES),"Paredes Gonzales, Alex Antonio; Valer Pinto, Héctor; Zea Choquechambi, Oscar; Zegarra Saboya, Ana Zadith; Gutiérrez Ticona, Paul Silvio; Pazo Nunura, Jose Bernardo; Medina Hermosilla, Elizabeth Sara"
14706,14706/2025-CR,2026-06-01,EN AGENDA DE LA COMISIÓN PERMANENTE,PROYECTO DE LEY DE NAVEGACIÓN FLUVIAL EN LA AMAZONÍA,"Mori Celis, Juan Carlos; Martínez Talavera, Pedro Edwin; Alva Prieto, María del Carmen; Alva Rojas, Carlos Enrique; Aragón Carreño, Luis Ángel; Monteza Facho, Silvia María"
14707,14707/2025-PE,2026-06-01,Publicada en el Diario Oficial El Peruano,PROYECTO DE RESOLUCIÓN LEGISLATIVA QUE AUTORIZA EL INGRESO DE UNIDADES NAVALES Y DE PERSONAL MILITAR EXTRANJERO CON ARMAS DE GUERRA AL TERRITORIO DE LA REPÚBLICA DEL PERÚ ,
14708,14708/2025-PE,2026-06-01,Publicada en el Diario Oficial El Peruano,PROYECTO DE RESOLUCIÓN LEGISLATIVA QUE AUTORIZA EL INGRESO Y TRÁNSITO DE UNA UNIDAD NAVAL Y DE PERSONAL MILITAR EXTRANJERO CON ARMAS DE GUERRA AL TERRITORIO DE LA REPÚBLICA DEL PERÚ,
14709,14709/2025-CR,2026-06-01,EN COMISIÓN,PROYECTO DE LEY QUE CREA EL FONDO DE RESPUESTA INMEDIATA PARA LA BÚSQUEDA DE MUJERES Y PERSONAS MENORES DE EDAD DESAPARECIDAS (FOBIM) Y ESTABLECE UN CLASIFICADOR PRESUPUESTAL ESPECIFICO EN LA POLICÍA NACIONAL DEL PERÚ Y EL MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,"Laura Rojas, Judith; Bellido Ugarte, Guido; Tello Montes, Nivardo Edgar; Espinoza Vargas, Jhaec Darwin; Picón Quedo, Luis Raúl; Arriola Tueros, José Alberto; Juárez Calle, Heidy Lisbeth"
14710,14710/2025-CR,2026-06-01,EN COMISIÓN,PROYECTO DE LEY QUE ESTABLECE ESTÁNDARES MÍNIMOS DE INTELIGENCIA ARTIFICIAL EN EL SISTEMA UNIVERSITARIO NACIONAL,"Laura Rojas, Judith; Bellido Ugarte, Guido; Arriola Tueros, José Alberto; Tello Montes, Nivardo Edgar; Espinoza Vargas, Jhaec Darwin; Picón Quedo, Luis Raúl; Juárez Calle, Heidy Lisbeth"
14711,14711/2025-CR,2026-06-01,DICTAMEN,LEY QUE AMPLÍA EL PLAZO DISPUESTO EN EL ARTÍCULO 7 DE LA LEY 31277 – LEY QUE AUTORIZA A LA MUNICIPALIDAD PROVINCIAL DE CHICLAYO A EXPROPIAR INMUEBLES PARA LA EJECUCIÓN DE LA OBRA MUNICIPAL DENOMINADA NUEVO Y MODERNO MERCADO MODELO DE CHICLAYO,"Acuña Peralta, María Grimaneza; Salhuana Cavides, Eduardo; Cordero Jon Tay, Luis Gustavo; Chiabra León, Roberto Enrique; Ruíz Rodríguez, Magaly Rosmery; García Correa, Idelso Manuel"
14712,14712/2025-CR,2026-06-02,DICTAMEN,"PROYECTO DE LEY QUE AUTORIZA DE FORMA EXCEPCIONAL EL AUMENTO DE HORAS PEDAGÓGICAS POR SEMANA DE TIEMPO PARCIAL A TIEMPO COMPLETO DE DOCENTES DE INSTITUTOS DE EDUCACIÓN SUPERIOR (IES) Y ESCUELAS DE EDUCACIÓN SUPERIOR (EES) EN EL MARCO DE LA LEY 30512, LEY DE INSTITUTOS Y ESCUELAS DE EDUCACIÓN SUPERIOR Y DE LA CARRERA PÚBLICA DE SUS DOCENTES","Montalvo Cubas, Segundo Toribio; Agüero Gutiérrez, María Antonieta; Cerrón Rojas, Waldemar José; Cruz Mamani, Flavio; Espiritu Cavero, Raul; Mita Alanoca, Isaac"
14713,14713/2025-CR,2026-06-02,EN COMISIÓN,"PROYECTO DE RESOLUCIÓN LEGISLATIVA QUE MODIFICA EL ARTÍCULO 45 DEL REGLAMENTO DE LA CÁMARA DE DIPUTADOS, APROBADO MEDIANTE RESOLUCIÓN LEGISLATIVA DEL CONGRESO N.° 005-2025-2026-CR, A FIN DE RESTITUIR LA COMISIÓN DE CULTURA Y PATRIMONIO CULTURAL COMO COMISIÓN ORDINARIA LEGISLATIVA","Paredes Piqué, Susel Ana María; Reymundo Mercado, Edgard Cornelio; Zeballos Madariaga, Carlos Javier; Tacuri Valdivia, Germán Adolfo; Robles Araujo, Silvana Emperatriz; Ruíz Rodríguez, Magaly Rosmery"
14714,14714/2025-CR,2026-06-02,EN COMISIÓN,"PROYECTO DE LEY QUE DEROGA LA LEY N.° 31990, LEY QUE MODIFICA LOS ARTÍCULOS 473, 476-A Y 481-A DEL NUEVO CÓDIGO PROCESAL PENAL, A FIN DE FORTALECER EL PROCESO ESPECIAL POR COLABORACIÓN EFICAZ","Sánchez Palomino, Roberto Helbert; Varas Meléndez, Elías Marcial; Quispe Mamani, Wilson Rusbel; Coayla Juárez, Jorge Samuel; Quito Sarmiento, Bernardo Jaime; Cutipa Ccama, Víctor Raúl; Limachi Quispe, Nieves Esmeralda"
14715,14715/2025-CR,2026-06-02,EN COMISIÓN,"PROYECTO DE LEY QUE MODIFICA LA LEY N.° 32579, LEY DE CONVERSIÓN DEL INSTITUTO DE EDUCACIÓN SUPERIOR PÚBLICO TÚPAC AMARU DEL CUSCO EN UNIVERSIDAD NACIONAL TECNOLÓGICA TÚPAC AMARU DEL CUSCO (UNTTAC), A FIN DE GARANTIZAR SU IMPLEMENTACIÓN PRESUPUESTAL Y LA CONFORMACIÓN DE SU COMISIÓN ORGANIZADORA","Bellido Ugarte, Guido; Laura Rojas, Judith; Espinoza Vargas, Jhaec Darwin; Arriola Tueros, José Alberto; Paredes Castro, Francis Jhasmina; Tello Montes, Nivardo Edgar"
14716,14716/2025-CR,2026-06-02,EN COMISIÓN,"PROYECTO DE LEY QUE DECLARA DE INTERÉS NACIONAL LA IMPLEMENTACIÓN DE ACCIONES PARA LA CONSERVACIÓN, RESTAURACIÓN Y RECUPERACIÓN DE LOS ECOSISTEMAS NATURALES QUE PROPORCIONAN SERVICIOS HIDROLÓGICOS EN LA REGIÓN CUSCO","Luque Ibarra, Ruth; Reymundo Mercado, Edgard Cornelio; Bazán Narro, Sigrid Tesoro; Zeballos Madariaga, Carlos Javier"
14717,14717/2025-CR,2026-06-02,EN COMISIÓN,PROYECTO DE LEY QUE OPTIMIZA EL PROCESO DE INTEGRACIÓN DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO POR OPERADORES ESPECIALIZADOS EN PEQUEÑAS CIUDADES,"Bazán Calderón, Diego Alonso Fernando; Córdova Lobatón, María Jessica; Chirinos Venegas, Patricia Rosa; Ciccia Vásquez, Miguel Ángel; Zeballos Aponte, Jorge Arturo; Medina Minaya, Esdras Ricardo"
14718,14718/2025-CR,2026-06-03,APROBADO,"PROYECTO DE LEY QUE DECLARA EL 10 DE JULIO DE CADA AÑO DÍA NO LABORABLE EN EL DEPARTAMENTO DE MADRE DE DIOS, POR CONMEMORARSE EL ANIVERSARIO DE FUNDACIÓN HISTÓRICA DE LA CIUDAD DE PUERTO MALDONADO","Salhuana Cavides, Eduardo; Cordero Jon Tay, Luis Gustavo; Flores Ancachi, Jorge Luis; García Correa, Idelso Manuel; Camones Soriano, Lady Mercedes; Chiabra León, Roberto Enrique; Heidinger Ballesteros, Nelcy Lidia"
14719,14719/2025-CR,2026-06-03,EN COMISIÓN,PROYECTO DE LEY QUE FACULTA A LOS GOBIERNOS REGIONALES Y LOCALES A FINANCIAR INVERSIONES EN MATERIA DE SEGURIDAD CIUDADANA DE LA AUTORIDAD MARÍTIMA NACIONAL,"Montoya Manrique, Jorge Carlos; Cueto Aservi, José Ernesto; Acuña Peralta, Segundo Héctor; Echaíz de Núñez Izaga, Gladys Margot"
14720,14720/2025-CR,2026-06-03,EN COMISIÓN,PROYECTO DE LEY QUE DECLARA EL 29 DE OCTUBRE DE CADA AÑO COMO EL “DÍA NACIONAL DE CONCIENCIACIÓN SOBRE EL SÍNDROME DE RETT”,"Espinoza Vargas, Jhaec Darwin; Bellido Ugarte, Guido; Laura Rojas, Judith; Paredes Castro, Francis Jhasmina; Tello Montes, Nivardo Edgar; Juárez Calle, Heidy Lisbeth"
14721,14721/2025-CR,2026-06-03,EN COMISIÓN,PROYECTO DE LEY QUE ESTABLECE MEDIDAS DE VIGILANCIA Y SEGUIMIENTO DE LA SALUD DE LOS TRABAJADORES DE LA ACTIVIDAD MINERA EXPUESTOS A METALES PESADOS Y OTRAS SUSTANCIAS QUÍMICAS,"Luque Ibarra, Ruth; Reymundo Mercado, Edgard Cornelio; Bazán Narro, Sigrid Tesoro; Zeballos Madariaga, Carlos Javier; Paredes Piqué, Susel Ana María"
14722,14722/2025-CR,2026-06-03,EN COMISIÓN,"PROYECTO DE LEY QUE DISPONE LA TRANSFERENCIA A TÍTULO GRATUITO DEL INMUEBLE UBICADO EN LA AV. ESPAÑA CUADRA 3, JR. SAN MARTÍN Y JR. BOLOGNESI DEL CENTRO HISTÓRICO DE TRUJILLO A FAVOR DE LA MUNICIPALIDAD PROVINCIAL DE TRUJILLO","Acuña Peralta, Segundo Héctor; Montoya Manrique, Jorge Carlos; Cueto Aservi, José Ernesto"
14723,14723/2025-CR,2026-06-03,EN COMISIÓN,"PROYECTO DE LEY QUE ESTABLECE EL RÉGIMEN ESPECIAL DE INTERVENCIONES ESTATALES PARA LA PUESTA EN VALOR DE BIENES INMUEBLES INTEGRANTES DEL PATRIMONIO CULTURAL DE LA NACIÓN UBICADOS EN CENTROS HISTÓRICOS, AMBIENTES URBANO MONUMENTALES O ZONAS MONUMENTALES","Acuña Peralta, Segundo Héctor; Montoya Manrique, Jorge Carlos; Cueto Aservi, José Ernesto"
14724,14724/2025-CR,2026-06-03,EN COMISIÓN,PROYECTO DE LEY QUE OPTIMIZA LA REGULACIÓN DEL CHATARREO VEHICULAR Y LA GESTIÓN DE LOS DEPÓSITOS VEHICULARES,"Acuña Peralta, Segundo Héctor; Montoya Manrique, Jorge Carlos; Cueto Aservi, José Ernesto"
14725,14725/2025-CR,2026-06-04,EN COMISIÓN,"PROYECTO DE LEY QUE HABILITA LA APROBACIÓN DEL MONTO Y LA ESCALA DEL INCENTIVO ÚNICO – CAFAE A FAVOR DE LAS UNIDADES EJECUTORAS 300 – DIRECCIÓN REGIONAL DE EDUCACIÓN UCAYALI, 302 – UGEL ATALAYA Y 304 – UGEL PADRE ABAD DEL PLIEGO 462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI ","Vergara Mendoza, Elvis Hernán; Martínez Talavera, Pedro Edwin; Alva Rojas, Carlos Enrique; Aragón Carreño, Luis Ángel; Mori Celis, Juan Carlos; Monteza Facho, Silvia María"
14726,14726/2025-CR,2026-06-04,EN COMISIÓN,"PROYECTO DE LEY QUE DECLARA DE PREFERENTE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA PROTECCIÓN, CONSERVACIÓN, INVESTIGACIÓN Y PUESTA EN VALOR DE LA PIEDRA DE KUMPANAMÁ, PATRIMONIO CULTURAL Y ESPIRITUAL DEL PUEBLO INDÍGENA SHAWI ","Echeverría Rodríguez, Hamlet; Sánchez Palomino, Roberto Helbert; Coayla Juárez, Jorge Samuel; Varas Meléndez, Elías Marcial; Tacuri Valdivia, Germán Adolfo; Quispe Mamani, Wilson Rusbel"
14727,14727/2025-CR,2026-06-04,EN COMISIÓN,PROYECTO DE LEY QUE ESTABLECE EL REORDENAMIENTO EN LA ESTRUCTURA ORGANIZACIONAL DEL PERSONAL DE LA POLICÍA NACIONAL DEL PERÚ,"Gonza Castillo, Américo; Cruz Mamani, Flavio; Agüero Gutiérrez, María Antonieta; Taipe Coronado, María Elizabeth; Espiritu Cavero, Raul; Mita Alanoca, Isaac"
14728,14728/2025-CR,2026-06-04,EN COMISIÓN,PROYECTO DE LEY DE DEVOLUCIÓN DE DINERO DEL FONAVI A LOS TRABAJADORES QUE CONTRIBUYERON LOS EMPLEADORES ,"Pariona Sinche, Alfredo; Quito Sarmiento, Bernardo Jaime; Robles Araujo, Silvana Emperatriz; Flores Ramírez, Alex Randu"
14729,14729/2025-CR,2026-06-04,EN COMISIÓN,"PROYECTO DE LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO DE ANTA EN LA PROVINCIA DE TAYACAJA, DEPARTAMENTO DE HUANCAVELICA ","Pariona Sinche, Alfredo; Quito Sarmiento, Bernardo Jaime; Robles Araujo, Silvana Emperatriz; Flores Ramírez, Alex Randu"
14730,14730/2025-CR,2026-06-04,EN COMISIÓN,PROYECTO DE LEY QUE DEROGA NORMAS QUE FAVORECEN LA IMPUNIDAD Y DEBILITAN LA LUCHA CONTRA EL CRIMEN ,"Paredes Piqué, Susel Ana María; Bazán Narro, Sigrid Tesoro; Zeballos Madariaga, Carlos Javier; Luque Ibarra, Ruth; Acuña Peralta, Segundo Héctor"
14731,14731/2025-CR,2026-06-04,EN COMISIÓN,PROYECTO DE LEY QUE CREA EL PLIEGO PRESUPUESTAL A LAS UNIVERSIDADES NACIONALES CREADAS POR LAS LEYES: 32579 Y 32614,"Gonza Castillo, Américo; Cruz Mamani, Flavio; Mita Alanoca, Isaac; Taipe Coronado, María Elizabeth; Espiritu Cavero, Raul; Agüero Gutiérrez, María Antonieta"
14732,14732/2025-CR,2026-06-04,EN COMISIÓN,PROYECTO DE LEY QUE INCORPORA UN RÉGIMEN DE EXCEPCIÓN AL PROCESO DE INTEGRACIÓN OBLIGATORIA PREVISTO EN EL DECRETO LEGISLATIVO 1280 Y EN EL DECRETO LEGISLATIVO 1620 — LEY MARCO DE LA GESTIÓN Y PRESTACIÓN DE LOS SERVICIOS DE SANEAMIENTO — EN BENEFICIO DE LAS ORGANIZACIONES LOCALES SIN FINES DE LUCRO QUE ACREDITEN GESTIÓN EFICIENTE EN PEQUEÑAS CIUDADES Y CENTROS POBLADOS,"Mita Alanoca, Isaac; Cruz Mamani, Flavio; Taipe Coronado, María Elizabeth; Espiritu Cavero, Raul; Gonza Castillo, Américo; Agüero Gutiérrez, María Antonieta"
14733,14733/2025-CR,2026-06-04,EN COMISIÓN,PROYECTO DE LEY QUE DECLARA DE INTERÉS NACIONAL EL RECONOCIMIENTO COMO PATRIMONIO CULTURAL LA EXPRESIÓN INMATERIAL “QATUN RIKSINAKUY” ,"Pariona Sinche, Alfredo; Quito Sarmiento, Bernardo Jaime; Robles Araujo, Silvana Emperatriz; Flores Ramírez, Alex Randu"
14734,14734/2025-CR,2026-06-04,EN COMISIÓN,"PROYECTO DE LEY QUE DECLARA DE INTERÉS NACIONAL LA SALVAGUARDA, PROTECCIÓN Y RECONOCIMIENTO DEL TORO CHUTAY HUANCAVELICANO COMO EXPRESIÓN DEL PATRIMONIO CULTURAL INMATERIAL DE LA NACIÓN ","Pariona Sinche, Alfredo; Quito Sarmiento, Bernardo Jaime; Robles Araujo, Silvana Emperatriz; Flores Ramírez, Alex Randu"
14735,14735/2025-CR,2026-06-04,EN COMISIÓN,PROYECTO DE LEY QUE PROMUEVE EL ACCESO AL REGISTRO DE SIGNOS DISTINTIVOS PARA EMPRENDEDORES ACOGIDOS AL RÉGIMEN ÚNICO SIMPLIFICADO (RUS) ,"Pariona Sinche, Alfredo; Quito Sarmiento, Bernardo Jaime; Robles Araujo, Silvana Emperatriz; Flores Ramírez, Alex Randu"
14736,14736/2025-CR,2026-06-04,EN COMISIÓN,"PROYECTO DE LEY QUE MODIFICA LA LEY 32579, LEY DE CONVERSIÓN DEL INSTITUTO DE EDUCACIÓN SUPERIOR PÚBLICO TÚPAC AMARU DEL CUSCO EN UNIVERSIDAD NACIONAL TECNOLÓGICA TÚPAC AMARU DEL CUSCO ","Taipe Coronado, María Elizabeth; Cruz Mamani, Flavio; Mita Alanoca, Isaac; Portalatino Ávalos, Kelly Roxana; Gonza Castillo, Américo; Espiritu Cavero, Raul"
14737,14737/2025-CR,2026-06-04,EN COMISIÓN,"PROYECTO DE LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO DE YAPATERA EN LA PROVINCIA DE MORROPÓN, DEPARTAMENTO DE PIURA","Taipe Coronado, María Elizabeth; Cruz Mamani, Flavio; Mita Alanoca, Isaac; Portalatino Ávalos, Kelly Roxana; Gonza Castillo, Américo; Espiritu Cavero, Raul"
14738,14738/2025-CR,2026-06-04,EN COMISIÓN,"PROYECTO DE LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA CREACIÓN DE LA UNIDAD EJECUTORA DEL HOSPITAL DE CHINCHEROS, UBICADO EN EL DISTRITO Y PROVINCIA DE CHINCHEROS, DEPARTAMENTO DE APURÍMAC ","Taipe Coronado, María Elizabeth; Cruz Mamani, Flavio; Mita Alanoca, Isaac; Portalatino Ávalos, Kelly Roxana; Gonza Castillo, Américo; Espiritu Cavero, Raul"
14739,14739/2025-CR,2026-06-04,EN COMISIÓN,"PROYECTO DE LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PUBLICA LA INVESTIGACIÓN, RESTAURACIÓN, CONSERVACIÓN, PUESTA EN VALOR Y PROMOCIÓN DEL SITIO ARQUEOLÓGICO DE MUYU URQU","Taipe Coronado, María Elizabeth; Cruz Mamani, Flavio; Mita Alanoca, Isaac; Portalatino Ávalos, Kelly Roxana; Gonza Castillo, Américo; Espiritu Cavero, Raul"
14740,14740/2025-CR,2026-06-05,EN COMISIÓN,"PROYECTO DE LEY QUE MODIFICA LA LEY 32577, A FIN DE AMPLIAR EL PLAZO DE ACCESO A LA BONIFICACIÓN ECONÓMICA EXCEPCIONAL Y GARANTIZAR LA CONTINUIDAD DE LOS DERECHOS ECONÓMICOS DE LOS LICENCIADOS VETERANOS DE LA PACIFICACIÓN NACIONAL Y SUS DERECHOHABIENTES ","Gutiérrez Ticona, Paul Silvio; Valer Pinto, Héctor; Zea Choquechambi, Oscar; Zegarra Saboya, Ana Zadith; Pazo Nunura, Jose Bernardo; Medina Hermosilla, Elizabeth Sara"
14741,14741/2025-CR,2026-06-05,EN COMISIÓN,"PROYECTO DE LEY DE LA AUTORIDAD NACIONAL DE SEGURIDAD SANITARIA, SALUD AMBIENTAL E INOCUIDAD ALIMENTARIA","Gutiérrez Ticona, Paul Silvio; Valer Pinto, Héctor; Zea Choquechambi, Oscar; Zegarra Saboya, Ana Zadith; Pazo Nunura, Jose Bernardo; Medina Hermosilla, Elizabeth Sara"
14742,14742/2025-CR,2026-06-05,EN COMISIÓN,"PROYECTO DE LEY QUE FORTALECE LA POTESTAD SANCIONADORA, LA EJECUCIÓN COACTIVA Y LA REGULACIÓN SANITARIA DEL SECTOR SALUD, GARANTIZANDO LA PROPORCIONALIDAD, LA FORMALIZACIÓN Y LA CONTINUIDAD DEL ACCESO A LOS SERVICIOS FARMACÉUTICOS Y SANITARIOS","Gutiérrez Ticona, Paul Silvio; Valer Pinto, Héctor; Zea Choquechambi, Oscar; Zegarra Saboya, Ana Zadith; Pazo Nunura, Jose Bernardo; Medina Hermosilla, Elizabeth Sara"
14743,14743/2025-CR,2026-06-05,EN COMISIÓN,PROYECTO DE LEY QUE DECLARA EL 5 DE OCTUBRE DE CADA AÑO COMO DÍA NACIONAL DE LOS VALORES Y LA CONVIVENCIA PACÍFICA,"Cruz Mamani, Flavio; Gonza Castillo, Américo; Taipe Coronado, María Elizabeth; Mita Alanoca, Isaac; Espiritu Cavero, Raul; Montalvo Cubas, Segundo Toribio; Agüero Gutiérrez, María Antonieta"
14744,14744/2025-CR,2026-06-05,DICTAMEN,PROYECTO DE LEY QUE REGULA LA APERTURA Y ADMINISTRACIÓN DE CUENTAS BANCARIAS DE MENORES DE EDAD ,"Flores Ruiz, Víctor Seferino; Zeta Chunga, Cruz Maria; Santisteban Suclupe, Magally; López Morales, Jeny Luz; Castillo Rivas, Eduardo Enrique; Moyano Delgado, Martha Lupe"
14745,14745/2025-CR,2026-06-05,EN COMISIÓN,"PROYECTO DE LEY QUE RECONOCE LA AUTONOMÍA DE LOS COLEGIOS TERRITORIALES DE LICENCIADOS EN ADMINISTRACIÓN DEL PERÚ, MODIFICA EL DECRETO LEY 22087 Y LA LEY 31060, Y CONSTITUYE LA JUNTA DE DECANOS DE LOS COLEGIOS DE LICENCIADOS EN ADMINISTRACIÓN DEL PERÚ – JUDECLAD-PERÚ","López Ureña, Ilich Fredy; Martínez Talavera, Pedro Edwin; Alva Rojas, Carlos Enrique; Aragón Carreño, Luis Ángel; Vergara Mendoza, Elvis Hernán; Mori Celis, Juan Carlos"
14746,14746/2025-CR,2026-06-05,EN COMISIÓN,"PROYECTO DE LEY QUE CREA EL SISTEMA NACIONAL DE BILLETERAS ELECTRÓNICAS PARA LA CUSTODIA, INMOVILIZACIÓN Y TRAZABILIDAD DE CRIPTOACTIVOS VINCULADOS A DELITOS DE LAVADO DE ACTIVOS Y CRIMINALIDAD ORGANIZADA","López Ureña, Ilich Fredy; Martínez Talavera, Pedro Edwin; Alva Rojas, Carlos Enrique; Aragón Carreño, Luis Ángel; Vergara Mendoza, Elvis Hernán; Mori Celis, Juan Carlos"
14747,14747/2025-CR,2026-06-05,EN COMISIÓN,PROYECTO DE LEY QUE PROMUEVE EL ACCESO UNIVERSAL A INTERNET Y EL FORTALECIMIENTO DE LA CONECTIVIDAD DIGITAL EN LAS ZONAS RURALES Y CENTROS POBLADOS DEL DEPARTAMENTO DE HUANCAVELICA,"Pariona Sinche, Alfredo; Quito Sarmiento, Bernardo Jaime; Robles Araujo, Silvana Emperatriz; Flores Ramírez, Alex Randu"
14748,14748/2025-CR,2026-06-08,EN COMISIÓN,"PROYECTO DE LEY QUE ESTABLECE EL SELLO DE EQUIDAD STEM PARA LA REDUCCIÓN DE LA BRECHA DE GÉNERO EN CIENCIA, TECNOLOGÍA, INGENIERÍA Y MATEMÁTICAS, MEDIANTE INCENTIVOS EN LOS FONDOS CONCURSABLES DE PROCIENCIA Y LA IMPLEMENTACIÓN DE CLUBES DE IA Y ROBÓTICA PARA NIÑAS EN INSTITUCIONES EDUCATIVAS","Laura Rojas, Judith; Picón Quedo, Luis Raúl; Tello Montes, Nivardo Edgar; Bellido Ugarte, Guido; Espinoza Vargas, Jhaec Darwin; Juárez Calle, Heidy Lisbeth"
